,"cegodnia.txt","ferghana.txt","gazieta.txt","kommersant.txt","literaturnaia.txt","novaiaGazieta.txt","novIsvestia.txt"
"бочку",0,0,0,0,0,1,0
"боюсь",0,0,0,0,0,1,0
"боялись",0,0,0,0,0,1,0
"боятся",0,0,0,0,0,1,0
"бояться",0,0,0,0,0,1,1
"брагин",0,0,0,1,0,0,0
"брадшер",1,0,0,0,0,0,0
"бразилии",0,0,1,0,0,0,0
"брали",0,0,0,0,0,0,1
"брать",0,0,1,0,0,2,1
"братья",0,0,0,0,0,1,0
"братьями",0,0,0,0,0,1,0
"брежнева",0,0,0,0,0,2,0
"бремя",0,0,0,0,1,0,0
"брендами",0,0,0,0,0,0,1
"бригаду",0,0,0,0,0,2,0
"бригады",0,0,0,0,0,1,0
"брик",0,0,0,0,1,0,0
"британская",0,0,0,3,0,0,0
"британские",0,0,0,1,0,0,0
"британский",0,0,0,2,0,0,0
"британской",0,0,0,2,0,0,0
"брифинге",0,0,0,1,0,0,0
"бронкс",0,0,0,0,0,0,1
"бросаются",0,0,0,0,1,0,0
"бросило",0,0,0,0,0,1,0
"брошенную",0,0,0,0,0,1,0
"будем",1,1,1,2,0,5,0
"будет",22,5,9,26,5,62,20
"будете",0,0,0,0,0,2,1
"буду",0,0,0,0,0,1,0
"будут",7,4,3,10,1,32,8
"будучи",0,0,0,1,0,0,0
"будущая",0,0,0,1,0,0,0
"будущего",2,0,0,4,0,4,1
"будущее",0,0,0,0,1,1,3
"будущей",0,0,0,3,0,0,0
"будущем",4,0,0,0,3,3,5
"будущий",1,0,0,2,0,1,0
"будущим",1,0,0,1,0,0,0
"будущих",1,0,0,0,0,1,1
"будущую",0,0,0,0,0,0,1
"будь",0,0,0,0,0,1,0
"буйнова",0,0,0,0,0,0,1
"буквально",0,0,0,0,0,2,0
"буксир",1,0,0,0,0,0,0
"буксует",0,0,0,0,1,0,0
"бум",0,0,1,0,0,0,0
"бума",1,0,0,0,0,0,1
"бумаг",1,0,0,0,1,5,0
"бумаги",0,0,0,0,2,4,0
"бумажные",0,0,0,0,0,1,0
"буржуазного",0,0,0,0,0,1,0
"бури",0,0,1,0,0,0,0
"бурлила",0,0,0,0,0,1,0
"бурный",1,0,0,0,0,0,0
"бусыгина",1,0,0,0,0,0,0
"бутылке",0,0,0,0,0,1,0
"буша",2,0,0,0,0,0,0
"буше",0,0,0,0,0,0,1
"бушем-старшим",1,0,0,0,0,0,0
"бы",16,0,2,4,7,44,8
"бывает",1,0,0,0,0,3,0
"бывший",1,0,0,1,0,0,0
"быдло",0,0,0,0,0,2,0
"быками",0,0,0,1,0,0,0
"был",6,0,0,4,4,17,2
"была",5,0,1,3,2,9,6
"были",4,1,1,5,7,11,1
"было",6,1,2,1,13,40,19
"былому",0,0,0,0,0,0,1
"былые",0,0,0,0,1,0,0
"быстрее",0,0,0,2,0,0,0
"быстро",0,0,0,2,3,4,1
"быстрого",0,0,0,0,1,0,2
"быстрое",0,0,0,0,1,0,0
"быстрой",0,0,0,1,0,1,0
"быстром",1,0,0,0,0,0,0
"быстрому",1,0,0,0,0,0,0
"быстрый",0,0,0,0,0,0,2
"быстрыми",0,0,0,1,0,0,0
"быт",0,0,0,0,2,0,0
"бытовая",0,0,0,0,0,0,1
"бытового",0,0,0,0,0,1,0
"бытовой",3,0,0,1,0,0,0
"быть",9,1,2,4,4,18,3
"бьют",0,0,0,0,0,1,0
"бюджет",0,2,0,1,0,7,0
"бюджета",2,0,1,4,0,12,0
"бюджетами",1,0,0,0,0,0,0
"бюджетники",0,0,0,0,1,0,0
"бюджетного",0,2,0,1,0,0,0
"бюджетной",1,1,0,0,0,2,0
"бюджетном",1,0,0,0,0,0,0
"бюджетному",0,0,0,0,0,1,0
"бюджетные",1,0,0,0,0,0,0
"бюджетный",0,0,0,1,0,2,1
"бюджетным",0,0,0,1,0,0,0
"бюджетных",3,4,0,3,0,2,1
"бюджетов",0,0,0,0,1,1,1
"бюджетом",0,1,0,0,0,1,0
"бюджету",0,0,0,1,0,0,1
"бюджеты",0,0,0,0,0,1,0
"бюро",1,0,0,0,0,1,1
"бюрократии",0,0,0,0,0,2,0
"бюрократические",0,0,0,0,0,1,0
"бюрократический",0,0,0,0,0,2,0
"в",288,32,97,271,217,495,247
"в-третьих",0,0,0,0,0,1,1
"вадим",1,0,0,0,1,0,0
"важна",0,0,1,0,0,0,0
"важная",0,0,0,0,0,1,0
"важнее",0,0,0,0,1,1,0
"важнейшей",1,0,0,0,0,0,0
"важнейший",1,0,0,0,0,0,0
"важнейших",0,0,0,0,0,1,0
"важно",2,0,0,2,1,1,1
"важное",0,0,0,0,1,0,0
"важны",1,0,0,0,0,0,0
"важные",1,0,0,0,0,0,0
"важный",0,1,0,0,0,0,0
"важным",0,0,0,0,1,0,0
"вайоминге",0,0,0,0,0,0,1
"вакханалия",0,0,0,0,0,1,0
"вал",0,0,0,0,0,0,1
"валери",0,0,0,0,1,0,0
"валерий",1,0,0,0,0,0,0
"валимся",0,0,0,0,0,1,0
"валют",1,0,0,0,0,0,0
"валюта",2,0,0,1,0,0,1
"валюте",2,0,0,0,0,1,0
"валютная",1,0,0,0,0,0,0
"валютного",1,0,1,1,0,0,1
"валютной",1,0,0,0,0,0,0
"валютном",1,0,0,1,0,0,1
"валютному",1,0,0,0,0,0,0
"валютные",2,0,0,0,1,0,1
"валютный",0,0,0,0,0,3,2
"валютными",2,0,0,0,0,0,0
"валютных",3,0,0,0,0,0,0
"валютой",1,0,0,0,1,2,0
"валюту",5,0,0,1,0,2,1
"валюты",10,0,1,4,1,2,0
"вам",1,0,0,0,0,4,0
"вами",2,0,0,0,0,0,1
"вариант",1,0,0,1,2,0,0
"варианта",0,0,0,0,1,0,0
"вариантах",1,0,0,0,0,0,0
"варианте",0,0,0,1,0,2,0
"вариантов",1,0,0,0,0,2,0
"вариантом",0,0,0,1,0,0,0
"варианты",1,0,0,1,0,0,0
"варшава",0,0,0,0,0,0,1
"варьируется",0,0,0,1,0,0,1
"варят",0,0,0,0,0,1,0
"вас",0,0,0,0,0,7,1
"василий",0,0,0,1,0,0,0
"вахтеров",0,0,0,0,0,1,0
"ваш",0,0,0,0,0,2,0
"ваше",0,0,0,0,0,2,0
"вашего",1,0,0,0,0,0,0
"вашингтон",1,0,0,0,0,2,0
"вашингтона",0,0,0,0,0,1,0
"вашингтоне",0,0,0,0,0,1,0
"вб",0,0,0,1,0,0,0
"вбрасываются",0,0,0,0,0,1,0
"вброса",0,0,0,0,0,1,0
"вброшенной",0,0,0,0,0,1,0
"введенного",1,0,0,0,0,0,0
"введены",1,0,0,0,1,0,0
"ввергнув",0,0,0,1,0,0,0
"вверх",0,0,0,3,0,1,1
"ввести",1,0,0,0,0,0,0
"вводить",1,0,0,0,0,0,0
"вводя",1,0,0,0,0,0,0
"ввоз",0,0,0,1,0,2,0
"ввоза",0,0,0,0,0,2,0
"ввп",6,3,15,39,3,11,5
"вдвое",0,0,0,2,0,0,2
"вделано",0,0,0,0,0,1,0
"вдолгую",1,0,0,0,0,0,0
"вдохновившись",0,0,1,0,0,0,0
"вдруг",0,0,1,0,0,1,1
"вдумайтесь",0,0,0,0,0,1,0
"вегетационный",0,1,0,0,0,0,0
"ведении",0,0,0,0,0,0,1
"ведомств",0,1,0,0,0,0,0
"ведомства",0,0,0,1,0,0,0
"ведомственных",0,1,0,0,0,0,0
"ведомство",0,0,0,1,0,2,0
"ведут",1,0,1,0,0,0,1
"ведутся",1,0,0,0,0,0,0
"ведущие",0,0,0,1,0,0,0
"ведущий",1,0,0,0,0,1,1
"ведущих",0,0,0,1,1,1,0
"ведь",1,0,0,0,9,9,4
"ведёт",0,0,0,0,1,0,0
"ведётся",0,0,0,0,1,0,0
"везде",0,0,0,0,1,0,0
"век",0,0,0,0,0,1,0
"века",2,0,0,0,3,3,0
"веках",0,0,0,0,1,0,0
"веков",0,0,0,0,0,1,0
"векселях",1,0,0,0,0,0,0
"вел",0,0,0,0,0,1,0
"вела",0,0,0,1,0,0,0
"велес",0,0,0,1,0,0,0
"велик",0,0,0,0,1,0,0
"велика",3,0,0,0,0,0,0
"великая",0,0,0,0,1,5,0
"великие",0,0,0,0,2,0,0
"великий",0,0,0,0,3,0,0
"великобритании",0,0,0,11,0,1,0
"великобританию",0,0,0,2,0,0,0
"великобритания",0,0,0,1,0,0,1
"великое",0,0,0,0,1,0,0
"великой",1,0,0,0,5,2,0
"великую",1,0,0,0,0,3,0
"величин",0,0,0,1,0,0,0
"величина",0,0,0,0,0,1,0
"величине",0,0,1,0,0,0,0
"величину",0,0,0,0,0,1,0
"вера",0,0,0,0,0,2,0
"верить",1,0,0,1,0,5,1
"верна",0,0,0,0,0,1,0
"вернемся",0,0,0,0,0,0,1
"вернет",0,0,0,0,0,0,1
"вернется",0,0,1,2,0,0,0
"верного",0,0,0,0,1,0,0
"верной",0,0,0,0,1,0,0
"верности",0,0,0,0,1,0,0
"вернулись",0,0,1,1,0,1,0
"вернуть",0,0,0,0,1,2,1
"вернуться",0,0,0,1,0,1,2
"верой",0,0,0,0,0,1,0
"вероятно",4,0,0,1,1,1,1
"вероятностна",0,0,0,0,0,2,0
"вероятностный",1,0,0,0,0,0,0
"вероятность",3,0,0,0,0,4,0
"вероятный",1,0,0,1,0,0,0
"версии",0,0,0,0,1,0,0
"версий",0,0,0,1,0,0,0
"версия",9,0,0,0,0,1,0
"вертикали",1,0,0,0,0,0,0
"вертикальных",1,0,0,0,0,0,0
"верха",0,0,0,0,0,1,0
"верхах",0,0,0,0,1,0,0
"верховная",1,0,0,0,0,0,1
"вершиной",0,0,0,0,0,1,0
"вершины",0,0,0,0,0,1,0
"вершителей",1,0,0,0,0,0,0
"веры",0,0,0,0,0,1,0
"верят",0,0,0,0,0,3,0
"вес",0,0,0,0,0,1,0
"веселовский",0,0,0,0,1,0,0
"весна",1,0,0,0,0,0,0
"весне",0,0,0,0,0,0,1
"весной",0,0,0,0,0,0,1
"весну",0,0,0,0,0,0,1
"весны",2,0,0,0,0,0,0
"вести",1,0,0,0,0,3,0
"весь",1,0,1,2,2,6,3
"весьма",1,0,0,1,7,0,0
"ветеранов",0,0,0,0,0,1,0
"ветреная",0,0,0,0,0,1,0
"вечером",0,0,1,0,0,0,0
"вечеру",0,0,0,0,0,1,0
"вечны",0,0,0,0,1,0,0
"вещей",0,0,0,0,0,2,1
"вещи",0,0,0,0,0,6,0
"вещизмом",0,0,0,0,1,0,0
"вещь",1,0,0,0,0,2,0
"взаимоисключающих",0,0,0,0,1,0,0
"взбесило",0,0,0,0,0,1,0
"взгляд",2,0,0,1,0,3,1
"вздувается",0,0,0,0,0,1,0
"вздутые",0,0,0,0,0,1,0
"взлет",0,0,0,0,0,1,0
"взлетел",0,0,1,0,0,0,0
"взлётом",0,0,0,0,1,0,0
"взносов",0,0,0,0,0,0,1
"взносы",0,0,0,0,0,0,1
"взорвавшейся",0,0,0,0,1,0,0
"взрослого",0,0,0,0,0,0,1
"взрыв",0,0,0,0,0,1,0
"взрыве",0,0,0,0,1,0,0
"взрывов",0,0,0,0,1,0,0
"взрывом",0,0,0,1,0,0,0
"взыскании",0,0,0,0,0,0,1
"взял",0,0,0,0,0,0,1
"взяли",0,0,0,0,0,0,1
"взятия",0,0,0,0,0,1,0
"взяткам",0,0,0,0,0,2,0
"взятой",0,0,0,1,0,0,0
"взяты",0,0,0,1,0,0,0
"взять",1,0,0,0,0,1,2
"вид",1,0,0,0,0,1,0
"вида",0,0,0,0,1,0,0
"видами",0,0,0,0,1,0,0
"виде",2,0,0,1,1,3,0
"видела",0,0,0,0,0,1,0
"видели",0,0,0,0,1,0,0
"видео",0,0,2,5,0,1,0
"видео-конференция",0,0,0,0,0,1,0
"видеокамеры",0,0,0,0,0,1,0
"видим",2,0,0,1,1,2,1
"видимая",0,0,0,0,1,0,0
"видимо",0,0,0,2,2,0,0
"видит",0,0,0,1,0,0,1
"видится",0,0,0,0,0,0,1
"видно",1,0,0,1,1,2,0
"видов",0,0,0,0,0,0,1
"виду",2,0,0,0,0,1,0
"виды",0,0,1,0,0,0,0
"видят",1,0,0,1,0,0,0
"вижу",1,0,0,0,0,2,0
"виз",1,0,0,0,0,0,0
"визита",2,0,0,0,0,0,0
"визитом",1,0,0,0,0,0,0
"виктор",0,0,0,0,1,0,1
"викторович",0,0,0,0,1,0,0
"виновата",0,0,0,0,0,0,1
"винтика",0,0,0,0,1,0,0
"винтовки",0,0,0,0,0,0,1
"винтовок",0,0,0,0,0,0,3
"виртуальная",0,0,0,0,1,0,0
"виртуозно",0,0,0,0,0,1,0
"вирус",0,0,0,0,1,0,0
"виталий",0,0,0,0,1,0,0
"виток",0,0,0,0,0,2,0
"вице-президент",2,0,0,0,0,0,1
"вице-президента",0,0,0,1,0,0,0
"вице-премьер",0,0,2,6,0,0,0
"вкачивают",0,0,0,0,0,2,0
"вклад",0,0,0,1,0,0,0
"вкладов",0,0,0,0,1,1,0
"вклады",0,0,0,0,0,1,0
"вкладывать",0,0,0,1,0,0,0
"включает",0,0,0,0,0,1,0
"включая",0,0,0,0,1,1,0
"включение",0,0,0,0,1,0,0
"включены",0,1,0,0,0,0,0
"включила",1,0,0,0,0,0,0
"владельцев",0,0,0,0,0,0,2
"владельцем",0,0,0,0,0,0,1
"владимир",4,0,3,5,0,0,0
"владимира",2,0,0,0,0,0,0
"властвуй",0,0,0,0,0,1,0
"властей",3,0,4,6,4,0,1
"власти",9,0,4,2,4,17,2
"властным",0,0,0,0,1,0,0
"властных",0,0,0,0,0,1,0
"власть",4,0,0,0,1,13,0
"властью",0,0,0,0,2,1,0
"властям",0,0,0,0,0,1,0
"вливаний",0,0,0,1,1,1,0
"вливать",0,0,0,0,0,1,0
"влияет",0,1,0,0,0,0,1
"влияние",3,0,0,0,1,1,0
"влиянием",2,0,0,2,0,0,0
"влиянии",0,0,0,0,1,0,0
"влияния",0,0,0,0,1,1,1
"влиять",0,0,0,0,0,1,0
"влияют",0,0,0,0,0,0,1
"вложение",0,0,0,1,0,0,0
"вложений",1,0,0,1,0,0,0
"вложения",0,0,2,0,0,0,0
"вложениям",1,0,0,0,0,0,0
"вменяемы",0,0,0,0,0,1,0
"вменяемые",0,0,0,0,0,1,0
"вместе",2,2,0,3,2,0,3
"вместо",1,0,1,0,1,2,0
"вмешательства",0,0,0,1,1,1,0
"вмешательством",0,0,0,0,0,1,0
"вначале",1,0,0,0,1,0,0
"вне",1,0,0,4,0,1,0
"внес",1,0,0,0,0,0,0
"внесение",0,1,0,0,0,0,0
"внести",1,1,0,0,0,0,0
"внесёт",0,0,0,0,1,0,0
"внешнего",0,0,1,1,1,1,0
"внешней",1,0,0,1,1,1,0
"внешнем",0,0,0,1,0,0,0
"внешнеполитических",1,0,0,0,0,0,0
"внешнеполитической",1,0,0,0,0,0,0
"внешнеторгового",0,0,0,0,0,1,0
"внешние",2,0,0,1,0,1,1
"внешний",2,0,0,2,0,2,0
"внешним",0,0,0,0,1,0,0
"внешних",0,0,0,2,1,0,0
"внешнюю",1,0,0,0,0,0,0
"вниз",0,0,0,0,1,0,1
"внимание",3,1,0,3,4,2,2
"вниманием",0,0,0,0,1,0,0
"внимания",1,0,0,1,0,0,1
"вновь",0,0,5,1,4,1,0
"вносили",0,0,0,0,0,0,1
"вносит",0,0,0,0,1,0,0
"внутренне",1,0,0,0,0,1,0
"внутреннего",8,0,2,3,0,0,0
"внутренней",3,0,0,0,0,0,0
"внутренние",0,0,0,0,0,3,0
"внутренний",4,0,1,3,0,1,1
"внутренним",0,0,0,0,0,0,1
"внутренних",2,0,0,0,1,2,0
"внутри",0,0,0,0,1,5,0
"внутриполитических",1,0,0,0,0,0,0
"внутрисистемных",0,0,0,0,1,0,0
"внучка",0,0,0,0,0,1,0
"внучок",0,0,0,0,0,1,0
"внушает",0,0,0,0,1,2,0
"внушительная",0,0,0,0,0,0,1
"во",15,2,11,8,16,16,5
"во-вторых",1,0,0,0,1,5,2
"во-первых",1,0,0,0,1,8,2
"вовремя",0,0,0,0,0,0,1
"вовсе",0,0,0,3,1,2,0
"водительские",0,0,0,0,0,1,0
"водки",0,0,0,0,0,1,0
"водных",0,1,0,0,0,0,0
"водохранилища",0,1,0,0,0,0,0
"водохранилищах",0,1,0,0,0,0,0
"водохранилище",0,4,0,0,0,0,0
"воды",0,5,0,0,0,0,0
"воевать",0,0,0,0,0,1,0
"воеводстве",0,0,0,0,0,0,1
"военнослужащих",1,0,0,0,0,0,0
"военные",0,2,0,0,0,0,0
"военных",0,0,0,0,0,1,0
"вождей",0,0,0,0,0,1,0
"вожделенным",0,0,0,0,0,0,1
"вождению",0,0,0,0,0,1,0
"вождям",0,0,0,0,0,1,0
"воз",0,0,0,0,1,0,0
"возбудили",0,0,0,0,0,0,1
"возврат",1,0,0,0,0,0,1
"возвращали",0,0,0,0,0,0,1
"возвращаться",0,0,0,0,2,0,0
"возвращают",0,0,0,0,0,1,0
"возвращаются",0,0,0,0,0,2,0
"возвращении",0,0,0,1,0,0,0
"возвращения",0,0,0,0,0,0,1
"возвращены",0,0,0,0,0,0,1
"возглавить",1,0,0,0,0,0,0
"воздвигались",0,0,0,0,0,1,0
"воздействием",1,0,0,1,0,0,0
"воздействия",2,0,0,0,2,0,0
"воздержаться",1,0,0,0,0,0,0
"воздуха",0,0,0,0,1,0,0
"воздухом",0,0,0,0,0,1,0
"возможен",2,0,0,1,0,1,0
"возможна",1,0,0,0,0,1,2
"возможно",7,0,1,4,1,12,2
"возможного",0,0,0,1,0,0,0
"возможной",0,0,0,1,0,0,0
"возможностей",1,0,1,1,0,0,2
"возможности",3,0,0,2,0,1,0
"возможность",4,2,0,0,1,1,3
"возможностью",0,0,0,0,1,0,0
"возможностями",0,0,0,0,1,0,0
"возможны",0,0,0,0,0,2,1
"возможный",1,0,0,0,0,0,0
"возможным",1,0,0,0,0,1,0
"возможными",1,0,0,0,0,0,0
"возмущения",0,0,0,0,0,1,0
"возник",0,0,0,1,0,0,0
"возникает",0,0,0,0,1,3,0
"возникают",0,0,0,0,1,0,1
"возникла",0,0,0,0,1,0,0
"возникли",0,0,0,0,1,0,0
"возникло",0,0,0,0,1,1,0
"возникнет",0,0,0,0,0,0,1
"возникновения",1,0,0,0,1,0,0
"возникнуть",0,0,0,1,0,0,0
"возобновлением",1,0,0,0,0,0,0
"возраста",0,0,0,0,0,0,1
"возрастала",0,0,0,0,1,0,0
"возрастет",0,0,1,0,0,1,0
"возрасти",0,0,0,0,1,0,0
"возрастных",0,0,0,0,0,0,1
"возродить",0,0,0,0,1,0,0
"возрождения",0,0,0,1,0,0,1
"возросла",0,0,0,0,1,0,0
"возымели",0,0,0,0,1,0,0
"возьмем",0,0,0,0,0,1,0
"возят",0,0,0,0,0,1,0
"воистину",0,0,0,0,1,0,0
"войдет",0,0,0,0,0,2,0
"войн",0,0,0,0,1,0,0
"война",0,0,0,0,1,3,0
"войнах",0,0,0,0,0,1,0
"войне",0,0,0,0,0,1,0
"войну",0,0,0,0,1,4,0
"войны",0,0,0,2,6,4,1
"войти",0,0,0,1,0,0,0
"вокруг",0,0,0,0,0,4,0
"волатильность",1,0,0,1,0,0,0
"волгателеком",0,0,0,1,0,0,0
"волжского",1,0,0,0,0,0,0
"воли",1,0,0,0,0,0,0
"волна",1,0,2,0,3,0,1
"волне",1,0,0,0,0,0,0
"волну",1,0,1,0,0,1,0
"волнует",0,0,0,0,0,1,0
"волнуют",0,0,0,0,0,1,0
"волны",0,0,1,1,3,0,0
"вообразимыми",0,0,0,0,1,0,0
"вообще",2,0,0,2,1,12,1
"вообще-то",0,0,0,0,0,1,0
"воплем",0,0,0,0,0,2,0
"воплощение",1,0,0,0,0,0,0
"воплощением",0,0,0,0,0,1,0
"воплощения",1,0,0,0,0,0,0
"вопреки",0,0,0,2,0,2,0
"вопрос",4,1,0,3,3,17,0
"вопроса",0,0,0,0,1,2,0
"вопросам",0,0,0,0,3,0,0
"вопросе",1,0,0,0,0,0,0
"вопросов",0,0,0,0,1,2,0
"вопросом",0,0,0,0,0,0,1
"вопросу",0,1,0,0,0,1,0
"вопросы",0,1,0,0,0,1,2
"воровал",0,0,0,0,0,1,0
"воровства",0,0,0,0,1,0,0
"воротилы",0,0,0,0,1,0,0
"воротничкам",0,0,0,0,0,1,0
"воротничков",0,0,0,0,0,3,0
"воруешь",0,0,0,0,0,1,0
"восемь",0,0,0,0,0,0,1
"восемьдесят",0,1,0,0,0,0,0
"воспевает",0,0,0,0,1,0,0
"воспитывали",0,0,0,0,0,1,0
"воспользовавшись",0,0,0,0,1,0,0
"воспользовалась",0,0,0,0,1,0,0
"воспользоваться",0,0,0,0,0,0,1
"воспринимается",1,0,0,0,0,0,0
"воспринимался",0,0,0,0,0,1,0
"воспринял",1,0,0,1,0,0,0
"восприятие",1,0,0,0,0,1,0
"восприятием",0,0,0,0,0,1,0
"восприятию",0,0,0,0,0,3,0
"восприятия",1,0,0,0,0,0,0
"воссоздан",0,0,0,0,0,1,0
"восстанавливается",0,0,0,1,0,0,0
"восстанавливать",1,0,0,0,0,0,0
"восстанавливаться",0,0,0,2,0,0,0
"восстановил",1,0,0,0,0,0,0
"восстановили",0,0,0,0,0,0,1
"восстановительный",0,0,0,1,0,0,0
"восстановить",0,0,0,0,0,1,0
"восстановиться",0,0,0,0,0,0,1
"восстановление",3,0,0,3,2,0,2
"восстановлением",1,0,0,1,0,0,0
"восстановлении",2,0,0,0,1,1,1
"восстановлению",1,0,1,1,0,2,0
"восстановления",1,0,2,10,1,1,5
"восстановленная",0,0,0,0,0,1,0
"восстановлено",0,0,0,0,1,0,0
"восток",0,0,0,0,0,0,1
"востоке",0,0,0,0,0,0,1
"восторга",0,0,0,0,0,2,0
"восторге",0,0,0,1,0,0,0
"восточно-европейский",0,0,0,0,0,1,0
"восточной",0,0,1,0,1,1,2
"восхождение",0,0,0,1,0,0,0
"восьмерки",0,0,0,0,0,1,0
"восьмипроцентном",1,0,0,0,0,0,0
"восьмого",0,0,0,0,0,0,1
"вот",3,0,0,0,3,36,4
"вот-то",0,0,0,0,0,1,0
"вошла",1,0,0,0,0,1,1
"воюет",0,0,0,0,0,2,0
"воюют",0,0,0,0,0,1,0
"впадать",0,0,0,0,1,0,0
"впали",0,0,1,0,0,0,0
"впервые",0,0,1,3,0,3,2
"вперед",0,0,0,0,0,2,1
"впереди",0,0,0,2,2,0,2
"впечатление",0,0,0,0,1,0,0
"впечатляюще",0,0,0,0,0,0,1
"вплотную",0,0,1,0,0,0,0
"вплоть",0,0,0,0,1,1,1
"вполне",4,0,1,0,3,8,2
"впоследствии",1,0,0,0,0,0,0
"впрочем",4,0,2,13,1,6,1
"впятеро",0,0,0,0,0,0,1
"враги",0,0,0,0,0,1,0
"вредной",0,0,0,0,0,1,0
"времен",0,0,0,2,0,1,0
"времена",4,0,0,0,1,2,3
"временем",0,0,0,1,1,0,0
"времени",2,0,1,1,3,1,2
"временная",0,0,0,1,0,0,0
"временно",1,0,0,0,0,0,0
"временной",1,0,0,0,0,0,0
"временные",0,0,0,0,0,0,2
"временный",1,0,0,0,0,0,0
"временным",1,0,0,0,1,1,0
"время",13,1,4,10,8,18,7
"времён",0,0,0,0,1,0,0
"вроде",0,0,0,0,0,3,0
"вряд",1,0,1,5,0,3,0
"все",21,7,2,11,4,91,18
"все-таки",1,0,0,0,0,7,0
"всевозможные",0,0,0,0,0,0,1
"всевозможных",0,0,0,0,1,0,0
"всегда",2,0,0,1,1,3,4
"всего",5,0,0,8,14,30,5
"всего-навсего",0,0,0,0,1,0,0
"всей",0,0,0,1,1,2,0
"всем",5,0,0,1,2,7,6
"всеми",0,0,0,1,1,2,0
"всемирная",1,0,0,0,0,0,0
"всемирное",0,0,0,0,0,0,1
"всемирному",0,0,1,0,0,0,0
"всемирным",0,0,0,2,0,0,0
"всемогущую",0,0,0,0,1,0,0
"всему",0,0,0,0,0,0,1
"всеобщего",0,0,0,0,1,0,0
"всеобщему",0,0,1,0,0,0,0
"всерьез",0,0,0,0,0,1,0
"всех",2,0,1,2,9,9,1
"всецело",0,0,0,0,0,1,0
"вслед",0,0,0,0,3,0,0
"вследствие",0,0,0,0,2,0,0
"всплеск",0,0,0,0,0,0,1
"всплеске",1,0,0,0,0,0,0
"всплывать",0,0,0,0,0,1,0
"вспоминать",0,0,0,0,0,1,0
"вспомнил",0,0,0,0,0,1,0
"вспомнить",1,0,0,0,3,1,0
"вспыхнул",0,0,0,1,0,0,0
"вспышками",1,0,0,0,0,0,0
"вставить",0,0,0,0,0,0,2
"вставки",0,0,0,0,1,0,0
"встанут",0,0,1,0,0,0,0
"встать",1,0,0,0,0,0,0
"встревожили",1,0,0,0,0,0,0
"встречал",0,0,0,0,0,1,0
"встречаются",0,0,0,0,0,0,1
"встречи",0,0,0,0,0,0,1
"встроиться",0,0,0,0,0,1,0
"встряске",0,0,0,0,0,1,0
"вступать",0,2,0,0,0,0,0
"вступила",1,0,0,2,0,0,0
"всю",0,0,0,1,2,2,0
"всюду",0,0,0,0,1,0,0
"вся",1,0,0,1,0,6,2
"всякая",0,0,0,0,1,1,0
"всяких",1,0,0,0,1,0,0
"всяко",0,0,0,0,0,1,0
"всякой",0,0,0,0,0,1,0
"всяком",0,0,0,0,1,0,0
"всё",0,0,0,0,14,0,0
"всё-таки",0,0,0,0,2,0,0
"всём",0,0,0,0,1,0,0
"вт",0,0,0,5,0,0,0
"втб",1,0,2,1,0,0,0
"вторая",1,0,0,0,2,2,0
"вторичном",0,0,0,1,0,0,0
"вторник",1,0,5,1,0,0,0
"второго",2,0,0,2,0,0,0
"второе",0,0,0,0,1,7,0
"второй",1,0,0,4,4,5,3
"втором",1,2,0,3,1,0,0
"вторую",0,0,1,0,1,0,0
"вторым",2,0,0,6,0,1,0
"вторят",0,0,0,0,0,0,1
"втрое",0,0,0,0,0,0,1
"вульгарна",0,0,0,0,0,1,0
"вульгарно",0,0,0,0,0,1,0
"входит",0,0,1,0,0,0,0
"входить",0,0,0,1,0,1,0
"входом",0,0,0,1,0,0,0
"входящим",0,1,0,0,0,0,0
"вчера",1,1,0,6,0,1,3
"вчерашней",0,0,0,0,0,0,1
"вчерашний",0,0,0,0,0,0,1
"вчерашних",0,0,0,0,0,1,0
"вы",7,0,0,1,0,31,1
"вы-то",0,0,0,0,0,1,0
"выбивать",0,0,0,0,0,0,1
"выбор",3,0,0,0,0,3,1
"выбора",1,0,0,1,0,0,0
